node,name,type,degree,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,composite_score
42,User_42,Unknown,2,0.0004952947003467063,0.26112260734609416,0.0,2.1162712130634827e-07,9.172093610965165e-05,1.3164908226345002e-08,1.3164908226464975e-08,0.04314718911339755
43,User_43,Unknown,1,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,1.308383051130586e-08,1.3083830511282345e-08,0.042263642920829424
44,User_44,Unknown,6,0.0014858841010401188,0.26119016817593793,0.0,2.176613170884422e-07,0.00013694286955319687,1.3536418033862798e-08,1.3536418033783992e-08,0.04458191394444289
45,User_45,Unknown,12,0.0029717682020802376,0.2612915749967646,3.0243457405507097e-07,7.728864856656585e-07,0.0001596025527911737,4.909243497182952e-08,4.9092434971691315e-08,0.04588443561110894
46,User_46,Unknown,5,0.0012382367508667657,0.2611732746911584,0.0,2.1603795141193674e-07,0.00013312362076432354,1.3436867116517025e-08,1.3436867116116966e-08,0.04436444987078524
47,User_47,Unknown,2,0.0004952947003467063,0.26112260734609416,0.0,2.1257645405396597e-07,8.030042198440289e-05,1.3225718921850998e-08,1.3225718921765e-08,0.04293175839499939
48,User_48,Unknown,22,0.005448241703813769,0.26146076146076147,5.29085361854899e-06,4.831348837967411e-07,0.00029272795380994835,3.047994352188119e-08,3.04799435221332e-08,0.049850114321735216
49,User_49,Unknown,4,0.0009905894006934125,0.26115638339154057,1.8403320547933104e-07,2.1428263481709508e-07,0.00015564790905136537,1.3328643921437471e-08,1.33286439215213e-08,0.044643981812888
50,User_50,Unknown,11,0.0027241208519068845,0.2612746683921061,5.135467952242277e-07,4.46282343059978e-07,0.00015285262772959924,2.8160799357632254e-08,2.8160799357667754e-08,0.04561028418199841
51,User_51,Unknown,7,0.001733531451213472,0.2612070638463031,9.201660273966552e-08,2.3934747731679905e-07,0.00014051490911703464,1.4921324780414162e-08,1.4921324780141967e-08,0.0447948332384026
52,User_52,Unknown,2,0.0004952947003467063,0.26112260734609416,0.0,2.1165285159495728e-07,8.219518722798913e-05,1.3166476070814e-08,1.3166476070272249e-08,0.042967496831423195
53,User_53,Unknown,31,0.007677067855373947,0.26161321671525756,1.0849233385514972e-05,9.315426117405499e-07,0.00041525518043789315,5.9197292261182164e-08,5.919729226078284e-08,0.05347402701992042
54,User_54,Unknown,8,0.001981178801386825,0.2612239617026782,3.6120168027808387e-07,2.5381261955004794e-07,0.0001346315395348503,1.583930528179625e-08,1.583930528188817e-08,0.04482940817838491
55,User_55,Unknown,17,0.004210004952947003,0.2613761408505405,1.8160988132495756e-07,9.982470311456912e-07,0.00019740128445968694,6.350630285825166e-08,6.350630285815488e-08,0.047325546386010484
56,User_56,Unknown,78,0.019316493313521546,0.27585735756250856,0.0010850657064421735,2.6366379741395313e-05,0.0008039024292749443,1.689450492431606e-06,1.6894504924313978e-06,0.07490042084528427
57,User_57,Unknown,15,0.003714710252600297,0.2613423079412336,1.5359027152243021e-06,4.211448525795591e-07,0.00021380181907352505,2.6542064829087003e-08,2.654206482898956e-08,0.04734189007504373
58,User_58,Unknown,12,0.0029717682020802376,0.3974018305284913,0.08436020590796486,0.0005898120154985171,0.00021402001229947393,3.776814839950898e-05,3.776814839950903e-05,0.1437221928746014
59,User_59,Unknown,19,0.0047052996532937095,0.2614099825208778,7.274796871349583e-07,5.185075583635661e-07,0.00022393731076947957,3.275336540377848e-08,3.275336540381387e-08,0.048114976078166075
60,User_60,Unknown,8,0.001981178801386825,0.2612239617026782,7.546141619678459e-08,7.389823247074877e-07,0.0001179214817815534,4.6935671843341315e-08,4.693567184321868e-08,0.04451628589166349
61,User_61,Unknown,3,0.0007429420505200594,0.2611394942766604,6.134440182644368e-08,2.1309924189850115e-07,9.993081338694414e-05,1.3255583459441188e-08,1.3255583459371447e-08,0.04344749165811661
62,User_62,Unknown,26,0.0064388311045071814,0.26152849740932643,2.8660815656610625e-06,1.0480310720344275e-06,0.000294118187302578,6.66631960910533e-08,6.666319609092618e-08,0.05045988154007341
63,User_63,Unknown,6,0.0014858841010401188,0.26119016817593793,0.0,4.1236503348485877e-07,9.762401994576605e-05,2.6009539844316517e-08,2.60095398442563e-08,0.04384108277689953
64,User_64,Unknown,7,0.001733531451213472,0.2790408403012922,1.2821395685548784e-05,2.713065606170404e-07,0.00014304317844236687,1.6541068119598833e-08,1.65410681197376e-08,0.053898586708347
65,User_65,Unknown,12,0.0029717682020802376,0.2612915749967646,6.893923913652614e-07,6.051887725449037e-07,0.00016011443293880614,3.834467981322756e-08,3.834467981316748e-08,0.0458934536021577
66,User_66,Unknown,15,0.003714710252600297,0.2613423079412336,9.542251505382869e-08,1.2731710213783302e-06,0.00017891995625352093,8.113962210456326e-08,8.113962210475584e-08,0.04668728105662985
67,User_67,Unknown,76,0.018821198613174838,0.27581967213114755,0.0009118520705882054,2.6674028086937563e-05,0.0007724556453836683,1.7091767391629656e-06,1.7091767391625715e-06,0.0739642977723491
68,User_68,Unknown,9,0.002228826151560178,0.2612408617454875,1.4722656438346484e-07,2.215965528432378e-07,0.00021487874776333194,1.3779427844149562e-08,1.3779427844008928e-08,0.046488386769174835
69,User_69,Unknown,10,0.0024764735017335313,0.26125776397515527,1.9840927984607338e-07,6.001155179628284e-07,0.0001410081446777761,3.802623619198974e-08,3.802623619161933e-08,0.04524203217061805
70,User_70,Unknown,2,0.0004952947003467063,0.26112260734609416,0.0,2.1168797016997866e-07,7.684630684627396e-05,1.3168616743918556e-08,1.316861674405161e-08,0.04286659645307107
71,User_71,Unknown,3,0.0007429420505200594,0.2611394942766604,0.0,2.130793527418473e-07,0.00010148330553096666,1.3254537613802159e-08,1.3254537613680037e-08,0.043476759336436396
72,User_72,Unknown,24,0.005943536404160475,0.26149462504856885,1.8125106130858043e-06,7.321880694397925e-07,0.0002733935497308621,4.6424504409530723e-08,4.6424504409403675e-08,0.0497763376773313
73,User_73,Unknown,10,0.0024764735017335313,0.26125776397515527,6.016664242341218e-07,2.526339746355996e-07,0.00015801614677929968,1.576085242733399e-08,1.5760852427247836e-08,0.045561428402172
74,User_74,Unknown,1,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,1.308383051130586e-08,1.3083830511206298e-08,0.042263642920829424
75,User_75,Unknown,14,0.003467062902426944,0.26132539477090344,2.5490958649817383e-07,9.487325073453163e-07,0.00017600935698758896,6.035155879237297e-08,6.035155879212819e-08,0.04648554539968401
76,User_76,Unknown,3,0.0007429420505200594,0.2611394942766604,0.0,2.246971005449556e-07,8.258166400536363e-05,1.3996912956790292e-08,1.3996912956701366e-08,0.04312025348525191
77,User_77,Unknown,6,0.0014858841010401188,0.26119016817593793,2.556016742768486e-07,2.423162262820322e-07,0.00012062978066488579,1.5115037175925843e-08,1.5115037175834867e-08,0.044274372756589644
78,User_78,Unknown,9,0.002228826151560178,0.2612408617454875,0.0,2.2135803346558037e-07,0.00021693170124186377,1.3764644596246266e-08,1.3764644596106526e-08,0.046527068578473184
79,User_79,Unknown,12,0.0029717682020802376,0.2612915749967646,2.0870669696912043e-08,5.042070479439274e-07,0.00015290410790864953,3.185946074743249e-08,3.1859460747413834e-08,0.04575678618633642
80,User_80,Unknown,23,0.005695889053987122,0.2679140127388535,0.00015960172239363706,5.829688943218434e-07,0.00031475366122911397,3.6873175470495933e-08,3.6873175470505185e-08,0.05372433676818889
81,User_81,Unknown,3,0.0007429420505200594,0.2611394942766604,6.134440182644368e-08,2.3546233025642665e-07,0.00010752780555275151,1.4686658567270624e-08,1.4686658567007463e-08,0.04359090058018659
82,User_82,Unknown,34,0.008420009905894007,0.26166407465007774,7.3592283705503054e-06,8.953960456355655e-07,0.0003849000964535906,5.6848013281807684e-08,5.684801328223026e-08,0.053336535284893447
83,User_83,Unknown,7,0.001733531451213472,0.2612070638463031,9.201660273966552e-08,2.3934747731679905e-07,0.00014051490911703464,1.4921324780413067e-08,1.4921324780319788e-08,0.0447948332384026
84,User_84,Unknown,13,0.0032194155522535907,0.2613084837895554,1.3929533620512854e-06,4.4393270134604735e-07,0.00019107773185719068,2.800778256354475e-08,2.8007782563338457e-08,0.046622444844285335
85,User_85,Unknown,14,0.003467062902426944,0.26132539477090344,5.032627527050142e-07,6.218399102825083e-07,0.000182837954537027,3.940362023699722e-08,3.940362023680454e-08,0.04661296507714175
86,User_86,Unknown,6,0.0014858841010401188,0.26119016817593793,0.0,2.1745012502533326e-07,0.00015187043333662333,1.3523878865078058e-08,1.3523878864713572e-08,0.04486350451658686
87,User_87,Unknown,13,0.0032194155522535907,0.27463782901448686,4.625863702493762e-05,2.5353932977449386e-05,0.0001726709411151336,1.6248538120979353e-06,1.6248538120978086e-06,0.053166213512344816
88,User_88,Unknown,20,0.004952947003467063,0.26142690664249646,4.549846123020853e-06,7.788173777900159e-07,0.00028441481196072053,4.9444281057044304e-08,4.9444281057168685e-08,0.04940354768844672
89,User_89,Unknown,8,0.001981178801386825,0.2612239617026782,3.312597698627958e-07,2.198438094304251e-07,0.00022888063692828091,1.367135917512066e-08,1.3671359175053559e-08,0.04660714894014901
90,User_90,Unknown,2,0.0004952947003467063,0.26112260734609416,0.0,2.1163531066753916e-07,8.919860362388565e-05,1.3165407591357374e-08,1.3165407591484025e-08,0.0430996082219843
91,User_91,Unknown,8,0.001981178801386825,0.2612239617026782,2.7604980821899654e-07,2.1973746334830285e-07,0.00023737300152657922,1.3664880041772795e-08,1.3664880041736078e-08,0.04676733084171235
92,User_92,Unknown,21,0.005200594353640416,0.2614438329556491,6.842999005760918e-07,2.6177120551499574e-07,0.00028831153295411636,1.6306801289896644e-08,1.6306801289435556e-08,0.04961901163345005
93,User_93,Unknown,8,0.001981178801386825,0.2612239617026782,9.40614161338803e-08,2.201797330620387e-07,0.00018377073837312445,1.369180806212186e-08,1.369180806208114e-08,0.04575613306659672
94,User_94,Unknown,22,0.005448241703813769,0.26146076146076147,2.1380836623092413e-06,4.3187807994812516e-07,0.00029878104789358967,2.7203475583602363e-08,2.720347558371051e-08,0.04996313194873173
95,User_95,Unknown,6,0.0014858841010401188,0.26119016817593793,6.134440182644368e-08,2.1707392791581983e-07,0.00018055035893729885,1.3500654831872968e-08,1.3500654832151277e-08,0.045404535208803186
96,User_96,Unknown,9,0.002228826151560178,0.2612408617454875,7.835986401270893e-07,4.104148511514432e-07,0.00014618512832270217,2.5878196536915506e-08,2.587819653678392e-08,0.045193596949840896
97,User_97,Unknown,3,0.0007429420505200594,0.2611394942766604,4.089626788429578e-08,2.130110549045412e-07,0.00010958436029004845,1.3250200256111475e-08,1.3250200256024144e-08,0.04362958835316929
98,User_98,Unknown,49,0.012134720158494303,0.26191866121813584,6.75276474687329e-06,1.8651974910044857e-06,0.0005003246722658377,1.1892750791919992e-07,1.1892750791920598e-07,0.057699829052766695
99,User_99,Unknown,13,0.0032194155522535907,0.2613084837895554,8.161726604908745e-07,2.2710379624244594e-07,0.0002993734003136998,1.411886690883218e-08,1.4118866908830488e-08,0.04866417433797075
100,User_100,Unknown,9,0.002228826151560178,0.2612408617454875,5.316514824958451e-07,2.690026832037136e-07,0.00017520377701900366,1.679540712191738e-08,1.6795407121889153e-08,0.0457402898103188
101,User_101,Unknown,19,0.0047052996532937095,0.2614099825208778,7.890545400009306e-07,2.5443101452882274e-07,0.00026633258205467354,1.584383468233445e-08,1.5843834682049315e-08,0.04891354765768287
102,User_102,Unknown,6,0.0014858841010401188,0.26119016817593793,0.0,2.174157330625746e-07,0.0001536353619686624,1.3521783318051394e-08,1.3521783317697763e-08,0.04489679773392007
103,User_103,Unknown,16,0.00396235760277365,0.2746938775510204,9.4190407877329e-05,2.509601726022742e-05,0.00018812236311743378,1.608299509712638e-06,1.6082995097126553e-06,0.05390973604004983
104,User_104,Unknown,32,0.0079247152055473,0.2616301671634055,3.0155346005494676e-06,1.4355684549795195e-06,0.00034640792239928187,9.147013435172526e-08,9.147013435137852e-08,0.05232067520469095
105,User_105,Unknown,14,0.003467062902426944,0.26132539477090344,4.083494447761187e-07,6.40839152362538e-07,0.0001813354264970288,4.0614622696728144e-08,4.0614622697314086e-08,0.04658467839046163
106,User_106,Unknown,8,0.001981178801386825,0.2612239617026782,3.6387941210384125e-07,4.032095292632716e-07,0.0001275482626354048,2.5419292662321576e-08,2.5419292662235287e-08,0.044696462172233456
107,User_107,Unknown,1045,0.258791480931154,0.45969945355191255,0.4805180785560152,0.00026069399119670256,0.006936420955866117,1.0724906223801044e-05,1.0724906223801628e-05,0.5595270116130691
108,User_108,Unknown,13,0.0032194155522535907,0.2613084837895554,3.481582493846834e-07,4.078017501028578e-07,0.00020008087943521537,2.569595120929341e-08,2.5695951209162747e-08,0.046791806267539135
109,User_109,Unknown,37,0.009162951956414065,0.26171495236243436,5.787658323854831e-06,1.916116743643399e-06,0.00040147225316823187,1.2224761384800687e-07,1.222476138476931e-07,0.05408959961253714
110,User_110,Unknown,5,0.0012382367508667657,0.2611732746911584,0.0,2.1574871103769876e-07,0.000155723211962933,1.3418943292551079e-08,1.3418943292437712e-08,0.04479076412599094
111,User_111,Unknown,14,0.003467062902426944,0.26132539477090344,1.5294230468062708e-06,2.2883459016186963e-07,0.0002934993171110268,1.4224922389396233e-08,1.4224922389484088e-08,0.04869900614724967
112,User_112,Unknown,3,0.0007429420505200594,0.2611394942766604,0.0,2.130829117045202e-07,0.00010075548047141475,1.3254576693872318e-08,1.3254576693828843e-08,0.0434630297535299
113,User_113,Unknown,40,0.009905894006934125,0.2617658498638662,5.229334396770685e-06,1.5024273155549714e-06,0.0004217680378937481,9.571544233140354e-08,9.571544233137166e-08,0.05490677564410773
114,User_114,Unknown,1,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,1.308383051130586e-08,1.3083830511525659e-08,0.04226364292082944
115,User_115,Unknown,21,0.005200594353640416,0.2614438329556491,3.3336831770046665e-06,2.3881877710848615e-07,0.0004171974177353141,1.4839997497752865e-08,1.4839997497812777e-08,0.05205098170626773
116,User_116,Unknown,17,0.004210004952947003,0.2613761408505405,1.155762168033134e-06,2.3335209685156938e-07,0.00032518618611985356,1.4503061622071345e-08,1.4503061622189453e-08,0.04973291844223373
117,User_117,Unknown,6,0.0014858841010401188,0.26119016817593793,2.095933729070159e-07,3.927631429000689e-07,0.00011250195884281505,2.4758198475150334e-08,2.4758198475007285e-08,0.04412171264976387
118,User_118,Unknown,36,0.008915304606240713,0.26169799092676604,5.694459451841912e-06,1.2615924480514825e-06,0.00039779999591200874,8.030735735298509e-08,8.030735735241136e-08,0.053871914336863176
119,User_119,Unknown,62,0.015354135710747894,0.2801054384017758,0.0015229358857941754,2.0670379385755196e-06,0.0007319072593209059,1.313977850898071e-07,1.313977850896121e-07,0.07353021655804932
120,User_120,Unknown,4,0.0009905894006934125,0.27446982055464925,4.473603006040935e-05,2.421567884166865e-05,8.991381061339179e-05,1.5519308903148988e-06,1.5519308903149888e-06,0.050282725995048606
121,User_121,Unknown,12,0.0029717682020802376,0.2612915749967646,1.0410849313922507e-06,7.413493831688895e-07,0.00017194948880466562,4.707476970864285e-08,4.7074769708122514e-08,0.046117424624400716
122,User_122,Unknown,63,0.015601783060921248,0.27557496758343003,0.0007457760472154909,2.627505468539507e-05,0.000660524079101169,1.6836598199642986e-06,1.6836598199640799e-06,0.0698985923191322
123,User_123,Unknown,18,0.004457652303120356,0.2613930605903677,4.922689779281791e-07,8.351280919517666e-07,0.0002085473897771233,5.305006351802955e-08,5.305006351795595e-08,0.047680589245753115
124,User_124,Unknown,4,0.0009905894006934125,0.26115638339154057,1.6358507153718312e-07,2.2445903442673028e-07,0.00011232974058162626,1.397881566014544e-08,1.3978815660040423e-08,0.043826873470787744
125,User_125,Unknown,4,0.0009905894006934125,0.27446982055464925,8.2362839065918e-06,2.4367123374130393e-05,7.592166875181042e-05,1.5616337960382562e-06,1.5616337960381717e-06,0.05000860883057726
126,User_126,Unknown,7,0.001733531451213472,0.2612070638463031,1.686971050227201e-07,3.9253767861127476e-07,0.0001273415703148841,2.4740148560236825e-08,2.4740148560261654e-08,0.04454704399270514
127,User_127,Unknown,16,0.00396235760277365,0.2613592233009709,6.370611703673157e-07,4.112819163506726e-07,0.00024347720956291596,2.59085030987186e-08,2.5908503098526632e-08,0.048046793226766124
128,User_128,Unknown,28,0.006934125804853888,0.2615623785464438,2.4337383726394154e-06,1.5434415237660647e-06,0.0003067678430282077,9.839619930011671e-08,9.839619930004403e-08,0.050991468498637525
129,User_129,Unknown,7,0.001733531451213472,0.2612070638463031,4.498589467272537e-08,5.528361634802619e-07,0.00012350917911145407,3.5015967088187327e-08,3.501596708830861e-08,0.04447543348707246
130,User_130,Unknown,16,0.00396235760277365,0.2613592233009709,2.527390717096562e-06,6.088185760204502e-07,0.0002300074101712803,3.8564075377169095e-08,3.856407537709942e-08,0.047794149679729094
131,User_131,Unknown,7,0.001733531451213472,0.2612070638463031,0.0,2.1871799866693316e-07,0.00017343689435242747,1.360180149952373e-08,1.3601801499431826e-08,0.045415749084790034
132,User_132,Unknown,16,0.00396235760277365,0.2613592233009709,1.983731020051308e-06,6.372458133770611e-07,0.0002084674125014289,4.037986671606669e-08,4.0379866715815386e-08,0.047387787923060656
133,User_133,Unknown,18,0.004457652303120356,0.2613930605903677,1.8046406979714436e-06,6.703645332316179e-07,0.00023550237804358028,4.249431068470333e-08,4.249431068443193e-08,0.04818871481247689
134,User_134,Unknown,19,0.0047052996532937095,0.2614099825208778,6.323857056647831e-07,1.0052301487235237e-06,0.00021905817390362813,6.394769551076319e-08,6.394769551095941e-08,0.04802509420675379
135,User_135,Unknown,10,0.0024764735017335313,0.26125776397515527,0.0,2.330970230012664e-07,0.0001716312351638319,1.4511745313307094e-08,1.451174531313456e-08,0.04581799505525063
136,User_136,Unknown,133,0.03293709757305597,0.2941862159405508,0.026870359787398053,0.00389437464847358,0.0006337403250536821,0.00024966270561689775,0.000249662705616898,0.11355946304942643
137,User_137,Unknown,16,0.00396235760277365,0.2613592233009709,2.113265956887789e-06,2.315517663714835e-07,0.0003304194027641963,1.439241400094976e-08,1.439241400073139e-08,0.049686490475510915
138,User_138,Unknown,2,0.0004952947003467063,0.26112260734609416,0.0,2.117508593464441e-07,7.29339350530321e-05,1.3172447093515214e-08,1.3172447093404486e-08,0.04279279429218583
139,User_139,Unknown,9,0.002228826151560178,0.2612408617454875,1.2268880365288736e-08,2.3287761152211187e-07,0.00015511284188837794,1.4500965948664644e-08,1.4500965948461414e-08,0.045360981554418686
140,User_140,Unknown,11,0.0027241208519068845,0.2612746683921061,9.16271144741008e-08,2.249020295067922e-07,0.00022045298382317283,1.3982405485030866e-08,1.3982405485098903e-08,0.046884368703265795
141,User_141,Unknown,28,0.006934125804853888,0.2615623785464438,2.6854718971158224e-06,1.0678734136582829e-06,0.0003120021058476483,6.792376410857493e-08,6.792376410841795e-08,0.05108814640393335
142,User_142,Unknown,43,0.010648836057454186,0.261816767165921,5.167781965397462e-06,2.005832064754141e-06,0.0004508863208061317,1.2797469340070297e-07,1.279746934002864e-07,0.05589465490656958
143,User_143,Unknown,12,0.0029717682020802376,0.2612915749967646,1.1515220571420997e-06,2.2557970819250845e-07,0.00029379905862812603,1.4025023185967186e-08,1.4025023185924017e-08,0.04841369478140404
144,User_144,Unknown,15,0.003714710252600297,0.2613423079412336,8.436846952494006e-07,2.305236184409256e-07,0.0002911632908825187,1.4328795920873497e-08,1.432879592103403e-08,0.04880016439798307
145,User_145,Unknown,2,0.0004952947003467063,0.26112260734609416,0.0,2.1163531066753916e-07,8.919860362388565e-05,1.3165407591357374e-08,1.3165407591537911e-08,0.0430996082219843
